Contig	Source	Type	Pos_Start	Pos_End	Strand	Locus_Tag	Product	Predicted_Operon
HCP21_3540	img_mer_v340	CDS	349	519	-	HCP21_00234300	hypothetical protein	HCP21_3540-R1
HCP21_9710	img_mer_v340	CDS	63	422	-	HCP21_00234310	hypothetical protein	HCP21_9710-R1
HCP21_9475	img_mer_v340	CDS	2	475	-	HCP21_00234320	Protein kinase domain.	HCP21_9475-R1
HCP21_9475	img_mer_v340	CDS	462	1058	-	HCP21_00234330	Serine/threonine protein kinase	HCP21_9475-R1
HCP21_1977	img_mer_v340	CDS	2	313	-	HCP21_00234340	hypothetical protein	HCP21_1977-R1
HCP21_3049	img_mer_v340	CDS	3	353	-	HCP21_00234350	Ubiquitin carboxyl-terminal hydrolase.	HCP21_3049-R1
HCP21_10118	img_mer_v340	CDS	2	457	+	HCP21_00234360	hypothetical protein	HCP21_10118-F1
HCP21_1148	img_mer_v340	CDS	3	287	+	HCP21_00234370	hypothetical protein	HCP21_1148-F1
HCP21_4266	img_mer_v340	CDS	23	520	+	HCP21_00234380	Fas apoptotic inhibitory molecule (FAIM1).	HCP21_4266-F1
HCP21_7470	img_mer_v340	CDS	87	584	+	HCP21_00234390	hypothetical protein	HCP21_7470-F1
HCP21_2537	img_mer_v340	CDS	1	1500	+	HCP21_00234400	Ubiquitin-protein ligase	HCP21_2537-F1
HCP21_686_	img_mer_v340	CDS	83	316	-	HCP21_00234410	hypothetical protein	HCP21_686_-R1
HCP21_9928	img_mer_v340	CDS	2	1027	-	HCP21_00234420	hypothetical protein	HCP21_9928-R1
HCP21_9928	img_mer_v340	CDS	1108	1191	-	HCP21_00234430	hypothetical protein	HCP21_9928-R1
HCP21_4277	img_mer_v340	CDS	61	369	-	HCP21_00234440	hypothetical protein	HCP21_4277-R1
HCP21_4277	img_mer_v340	CDS	341	445	-	HCP21_00234450	hypothetical protein	HCP21_4277-R1
HCP21_8737	img_mer_v340	CDS	1	87	+	HCP21_00234460	hypothetical protein	HCP21_8737-F1
HCP21_8737	img_mer_v340	CDS	234	368	+	HCP21_00234470	hypothetical protein	HCP21_8737-F2
HCP21_2201	img_mer_v340	CDS	3	344	+	HCP21_00234480	hypothetical protein	HCP21_2201-F1
HCP21_10832	img_mer_v340	CDS	27	383	+	HCP21_00234490	hypothetical protein	HCP21_10832-F1
HCP21_8176	img_mer_v340	CDS	207	905	+	HCP21_00234500	Oligosaccharyltransferase 48 kDa subunit beta.	HCP21_8176-F1
HCP21_5563	img_mer_v340	CDS	2	1657	+	HCP21_00234510	Ubiquitin C-terminal hydrolase	HCP21_5563-F1
HCP21_5030	img_mer_v340	CDS	141	428	+	HCP21_00234520	hypothetical protein	HCP21_5030-F1
HCP21_5285	img_mer_v340	CDS	2	232	-	HCP21_00234530	hypothetical protein	HCP21_5285-R1
HCP21_3018	img_mer_v340	CDS	2	376	+	HCP21_00234540	hypothetical protein	HCP21_3018-F1
HCP21_1_1_newblercontig10109	img_mer_v340	CDS	3	203	-	HCP21_00234550	MORN repeat.	HCP21_1_1_newblercontig10109-R1
HCP21_1_1_newblercontig11214	img_mer_v340	CDS	4	192	-	HCP21_00234560	ABC transporter transmembrane region.	HCP21_1_1_newblercontig11214-R1
HCP21_1_1_newblercontig12306	img_mer_v340	CDS	3	179	+	HCP21_00234570	Glutamyl- and glutaminyl-tRNA synthetases	HCP21_1_1_newblercontig12306-F1
HCP21_2_1956	img_mer_v340	CDS	1	99	+	HCP21_00234580	DHHC zinc finger domain.	HCP21_2_1956-F1
HCP21_2_2956	img_mer_v340	CDS	10	111	+	HCP21_00234590	hypothetical protein	HCP21_2_2956-F1
HCP21_2_7456	img_mer_v340	CDS	2	135	-	HCP21_00234600	hypothetical protein	HCP21_2_7456-R1
HCP21_2_11956	img_mer_v340	CDS	3	191	+	HCP21_00234610	Serine/threonine protein kinase	HCP21_2_11956-F1
HCP21_2_13956	img_mer_v340	CDS	120	236	-	HCP21_00234620	Protein kinase domain.	HCP21_2_13956-R1
HCP21_2_18289	img_mer_v340	CDS	3	104	+	HCP21_00234630	hypothetical protein	HCP21_2_18289-F1
HCP21_2_19289	img_mer_v340	CDS	3	118	-	HCP21_00234640	Glycosyl hydrolase family 3 N terminal domain.	HCP21_2_19289-R1
HCP21_2_20289	img_mer_v340	CDS	4	120	-	HCP21_00234650	Tubulin binding cofactor C.	HCP21_2_20289-R1
HCP21_2_23789	img_mer_v340	CDS	3	139	-	HCP21_00234660	hypothetical protein	HCP21_2_23789-R1
HCP21_2_24789	img_mer_v340	CDS	9	173	-	HCP21_00234670	hypothetical protein	HCP21_2_24789-R1
HCP21_2_37014	img_mer_v340	CDS	3	179	-	HCP21_00234680	hypothetical protein	HCP21_2_37014-R1
HCP21_2_38014	img_mer_v340	CDS	10	114	-	HCP21_00234690	hypothetical protein	HCP21_2_38014-R1
HCP21_2_39014	img_mer_v340	CDS	1	243	+	HCP21_00234700	Predicted HD-superfamily hydrolase	HCP21_2_39014-F1
HCP21_2_45116	img_mer_v340	CDS	3	125	+	HCP21_00234710	hypothetical protein	HCP21_2_45116-F1
HCP21_2_48616	img_mer_v340	CDS	19	141	+	HCP21_00234720	hypothetical protein	HCP21_2_48616-F1
HCP21_2_53116	img_mer_v340	CDS	14	148	+	HCP21_00234730	hypothetical protein	HCP21_2_53116-F1
HCP21_2_60502	img_mer_v340	CDS	3	113	+	HCP21_00234740	Protein kinase domain.	HCP21_2_60502-F1
HCP21_2_64502	img_mer_v340	CDS	3	137	+	HCP21_00234750	MORN repeat.	HCP21_2_64502-F1
HCP21_2_66502	img_mer_v340	CDS	5	154	-	HCP21_00234760	hypothetical protein	HCP21_2_66502-R1
HCP21_2_67502	img_mer_v340	CDS	3	185	+	HCP21_00234770	hypothetical protein	HCP21_2_67502-F1
HCP21_2_70145	img_mer_v340	CDS	3	103	-	HCP21_00234780	Type I restriction-modification system methyltransferase subunit	HCP21_2_70145-R1
HCP21_2_71645	img_mer_v340	CDS	3	110	+	HCP21_00234790	Long-chain acyl-CoA synthetases (AMP-forming)	HCP21_2_71645-F1
HCP21_2_78645	img_mer_v340	CDS	5	166	+	HCP21_00234800	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	HCP21_2_78645-F1
HCP21_2_80145	img_mer_v340	CDS	3	193	-	HCP21_00234810	Protein kinase domain.	HCP21_2_80145-R1
HCP21_2_83799	img_mer_v340	CDS	2	106	+	HCP21_00234820	hypothetical protein	HCP21_2_83799-F1
HCP21_2_88799	img_mer_v340	CDS	2	135	-	HCP21_00234830	Excinuclease ATPase subunit	HCP21_2_88799-R1
HCP21_2_93971	img_mer_v340	CDS	5	100	-	HCP21_00234840	hypothetical protein	HCP21_2_93971-R1
HCP21_2_96971	img_mer_v340	CDS	2	111	-	HCP21_00234850	hypothetical protein	HCP21_2_96971-R1
HCP21_2_98471	img_mer_v340	CDS	3	121	-	HCP21_00234860	Aldo/keto reductases, related to diketogulonate reductase	HCP21_2_98471-R1
HCP21_2_101471	img_mer_v340	CDS	20	130	+	HCP21_00234870	hypothetical protein	HCP21_2_101471-F1
HCP21_2_105471	img_mer_v340	CDS	1	228	+	HCP21_00234880	hypothetical protein	HCP21_2_105471-F1
HCP21_2_110570	img_mer_v340	CDS	2	117	-	HCP21_00234890	Tubulin binding cofactor C.	HCP21_2_110570-R1
HCP21_2_111070	img_mer_v340	CDS	1	123	+	HCP21_00234900	hypothetical protein	HCP21_2_111070-F1
HCP21_2_112570	img_mer_v340	CDS	10	132	+	HCP21_00234910	Ras family.	HCP21_2_112570-F1
HCP21_2_115070	img_mer_v340	CDS	6	143	-	HCP21_00234920	Zinc finger C-x8-C-x5-C-x3-H type (and similar).	HCP21_2_115070-R1
HCP21_2_131318	img_mer_v340	CDS	29	163	-	HCP21_00234930	hypothetical protein	HCP21_2_131318-R1
HCP21_2_139497	img_mer_v340	CDS	4	126	-	HCP21_00234940	Zinc finger C-x8-C-x5-C-x3-H type (and similar).	HCP21_2_139497-R1
HCP21_2_142997	img_mer_v340	CDS	12	149	+	HCP21_00234950	MCM2/3/5 family.	HCP21_2_142997-F1
HCP21_2_146497	img_mer_v340	CDS	51	188	-	HCP21_00234960	Protein kinase domain.	HCP21_2_146497-R1
HCP21_2_148497	img_mer_v340	CDS	3	217	-	HCP21_00234970	Restriction endonuclease	HCP21_2_148497-R1
HCP21_2_152350	img_mer_v340	CDS	14	103	+	HCP21_00234980	V-type ATPase 116kDa subunit family.	HCP21_2_152350-F1
HCP21_1133	img_mer_v340	CDS	1	216	-	HCP21_00234990	hypothetical protein	HCP21_1133-R1
HCP21_1936	img_mer_v340	CDS	1	321	-	HCP21_00235000	hypothetical protein	HCP21_1936-R1
HCP21_4387	img_mer_v340	CDS	324	488	+	HCP21_00235010	SOS-response transcriptional repressors (RecA-mediated autopeptidases)	HCP21_4387-F1
HCP21_4212	img_mer_v340	CDS	2	1567	-	HCP21_00235020	hypothetical protein	HCP21_4212-R1
HCP21_9654	img_mer_v340	CDS	3	77	+	HCP21_00235030	Beige/BEACH domain.	HCP21_9654-F1
HCP21_4747	img_mer_v340	CDS	2	337	-	HCP21_00235040	Protein involved in mRNA turnover and stability	HCP21_4747-R1
HCP21_8317	img_mer_v340	CDS	1	564	+	HCP21_00235050	26S proteasome regulatory complex component	HCP21_8317-F1
HCP21_3547	img_mer_v340	CDS	3	305	+	HCP21_00235060	hypothetical protein	HCP21_3547-F1
HCP21_2267	img_mer_v340	CDS	1	147	+	HCP21_00235070	hypothetical protein	HCP21_2267-F1
HCP21_5310	img_mer_v340	CDS	3	410	+	HCP21_00235080	hypothetical protein	HCP21_5310-F1
HCP21_6842	img_mer_v340	CDS	2	499	+	HCP21_00235090	Serine/threonine protein kinase	HCP21_6842-F1
HCP21_8375	img_mer_v340	CDS	2	541	+	HCP21_00235100	Uncharacterized conserved protein	HCP21_8375-F1
HCP21_9615	img_mer_v340	CDS	50	373	+	HCP21_00235110	hypothetical protein	HCP21_9615-F1
HCP21_9139	img_mer_v340	CDS	1	342	+	HCP21_00235120	Transglutaminase-like superfamily.	HCP21_9139-F1
HCP21_8714	img_mer_v340	CDS	1	552	+	HCP21_00235130	hypothetical protein	HCP21_8714-F1
HCP21_2245	img_mer_v340	CDS	1	372	+	HCP21_00235140	hypothetical protein	HCP21_2245-F1
HCP21_5282	img_mer_v340	CDS	3	548	+	HCP21_00235150	hypothetical protein	HCP21_5282-F1
HCP21_8728	img_mer_v340	CDS	3	323	+	HCP21_00235160	hypothetical protein	HCP21_8728-F1
HCP21_10651	img_mer_v340	CDS	25	315	-	HCP21_00235170	hypothetical protein	HCP21_10651-R1
HCP21_9645	img_mer_v340	CDS	258	398	+	HCP21_00235180	Serine/threonine protein kinase	HCP21_9645-F1
HCP21_2_126319	img_mer_v340	rRNA	1	125	-	HCP21_00235190	23S	HCP21_2_126319-R1
HCP21_1266	img_mer_v340	CDS	3	350	+	HCP21_00235200	hypothetical protein	HCP21_1266-F1
HCP21_4783	img_mer_v340	CDS	45	338	-	HCP21_00235210	LSM domain.	HCP21_4783-R1
HCP21_2912	img_mer_v340	CDS	3	320	+	HCP21_00235220	hypothetical protein	HCP21_2912-F1
HCP21_8331	img_mer_v340	CDS	3	419	+	HCP21_00235230	hypothetical protein	HCP21_8331-F1
HCP21_9420	img_mer_v340	CDS	26	304	+	HCP21_00235240	hypothetical protein	HCP21_9420-F1
HCP21_9949	img_mer_v340	CDS	9	392	-	HCP21_00235250	hypothetical protein	HCP21_9949-R1
HCP21_85__	img_mer_v340	CDS	2	1900	-	HCP21_00235260	hypothetical protein	HCP21_85__-R1
HCP21_2386	img_mer_v340	CDS	62	970	+	HCP21_00235270	Cell division protein	HCP21_2386-F1
HCP21_2386	img_mer_v340	CDS	1009	2382	+	HCP21_00235280	Membrane proteins related to metalloendopeptidases	HCP21_2386-F1
HCP21_2386	img_mer_v340	CDS	2424	2546	+	HCP21_00235290	hypothetical protein	HCP21_2386-F1
HCP21_5618	img_mer_v340	CDS	3	308	-	HCP21_00235300	hypothetical protein	HCP21_5618-R1
HCP21_3490	img_mer_v340	CDS	225	359	+	HCP21_00235310	hypothetical protein	HCP21_3490-F1
HCP21_887_	img_mer_v340	CDS	6	308	-	HCP21_00235320	Serine/threonine protein kinase	HCP21_887_-R1
HCP21_3149	img_mer_v340	CDS	353	430	-	HCP21_00235330	hypothetical protein	HCP21_3149-R1
HCP21_8062	img_mer_v340	CDS	2	871	-	HCP21_00235340	ABC-type multidrug transport system, ATPase component	HCP21_8062-R1
HCP21_8080	img_mer_v340	CDS	2	70	-	HCP21_00235350	hypothetical protein	HCP21_8080-R1
HCP21_8080	img_mer_v340	CDS	121	462	-	HCP21_00235360	Ras family.	HCP21_8080-R1
HCP21_5379	img_mer_v340	CDS	3	218	+	HCP21_00235370	hypothetical protein	HCP21_5379-F1
HCP21_9199	img_mer_v340	CDS	1	363	+	HCP21_00235380	hypothetical protein	HCP21_9199-F1
HCP21_3739	img_mer_v340	CDS	1	324	+	HCP21_00235390	hypothetical protein	HCP21_3739-F1
HCP21_3178	img_mer_v340	CDS	1	69	+	HCP21_00235400	hypothetical protein	HCP21_3178-F1
HCP21_9942	img_mer_v340	CDS	212	499	-	HCP21_00235410	Kinesin-like protein	HCP21_9942-R1
HCP21_7249	img_mer_v340	CDS	259	453	+	HCP21_00235420	hypothetical protein	HCP21_7249-F1
HCP21_7249	img_mer_v340	CDS	679	963	+	HCP21_00235430	CRISPR associated protein Cas2.	HCP21_7249-F2
HCP21_7249	img_mer_v340	CDS	953	1195	+	HCP21_00235440	Uncharacterized conserved protein	HCP21_7249-F2
HCP21_3253	img_mer_v340	CDS	13	306	+	HCP21_00235450	Lysyl-tRNA synthetase (class II)	HCP21_3253-F1
HCP21_2604	img_mer_v340	CDS	3	305	+	HCP21_00235460	hypothetical protein	HCP21_2604-F1
HCP21_1_1_newblercontig06648	img_mer_v340	CDS	3	242	-	HCP21_00235470	Serine/threonine protein kinase	HCP21_1_1_newblercontig06648-R1
HCP21_1_1_newblercontig11216	img_mer_v340	CDS	2	193	+	HCP21_00235480	Protein kinase domain.	HCP21_1_1_newblercontig11216-F1
HCP21_1_1_newblercontig11756	img_mer_v340	CDS	31	186	+	HCP21_00235490	GTPase-activating protein that regulates ARFs (ADP-ribosylation factors), involved in ARF-mediated vesicular transport	HCP21_1_1_newblercontig11756-F1
HCP21_1_1_newblercontig14429	img_mer_v340	CDS	3	146	+	HCP21_00235500	hypothetical protein	HCP21_1_1_newblercontig14429-F1
HCP21_2_5958	img_mer_v340	CDS	3	125	-	HCP21_00235510	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_2_5958-R1
HCP21_2_6458	img_mer_v340	CDS	3	128	-	HCP21_00235520	SEP domain.	HCP21_2_6458-R1
HCP21_2_18291	img_mer_v340	CDS	14	112	+	HCP21_00235530	hypothetical protein	HCP21_2_18291-F1
HCP21_2_22291	img_mer_v340	CDS	1	138	+	HCP21_00235540	Glucan phosphorylase	HCP21_2_22291-F1
HCP21_2_23291	img_mer_v340	CDS	2	150	-	HCP21_00235550	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	HCP21_2_23291-R1
HCP21_2_26291	img_mer_v340	CDS	2	205	+	HCP21_00235560	hypothetical protein	HCP21_2_26291-F1
HCP21_2_26791	img_mer_v340	rRNA	1	233	+	HCP21_00235570	23S	HCP21_2_26791-F1
HCP21_2_36016	img_mer_v340	CDS	8	160	-	HCP21_00235580	GMP synthase, PP-ATPase domain/subunit	HCP21_2_36016-R1
HCP21_2_38516	img_mer_v340	CDS	40	216	-	HCP21_00235590	Cysteine-rich secretory protein family.	HCP21_2_38516-R1
HCP21_2_41118	img_mer_v340	CDS	3	106	-	HCP21_00235600	hypothetical protein	HCP21_2_41118-R1
HCP21_2_42118	img_mer_v340	CDS	15	110	+	HCP21_00235610	hypothetical protein	HCP21_2_42118-F1
HCP21_2_47618	img_mer_v340	CDS	2	138	-	HCP21_00235620	Protein kinase domain.	HCP21_2_47618-R1
HCP21_2_51118	img_mer_v340	CDS	3	170	+	HCP21_00235630	Pumilio-family RNA binding repeat.	HCP21_2_51118-F1
HCP21_2_64504	img_mer_v340	CDS	3	140	-	HCP21_00235640	Aspartyl-tRNA synthetase	HCP21_2_64504-R1
HCP21_2_65004	img_mer_v340	CDS	2	118	+	HCP21_00235650	hypothetical protein	HCP21_2_65004-F1
HCP21_2_66504	img_mer_v340	CDS	1	165	+	HCP21_00235660	hypothetical protein	HCP21_2_66504-F1
HCP21_2_71147	img_mer_v340	CDS	3	107	+	HCP21_00235670	alpha/beta hydrolase fold.	HCP21_2_71147-F1
HCP21_2_72647	img_mer_v340	CDS	13	114	+	HCP21_00235680	hypothetical protein	HCP21_2_72647-F1
HCP21_2_79647	img_mer_v340	CDS	6	164	-	HCP21_00235690	GTPase-activating protein	HCP21_2_79647-R1
HCP21_2_80647	img_mer_v340	CDS	6	200	+	HCP21_00235700	Signal transduction histidine kinase	HCP21_2_80647-F1
HCP21_2_85301	img_mer_v340	CDS	2	114	-	HCP21_00235710	hypothetical protein	HCP21_2_85301-R1
HCP21_2_87301	img_mer_v340	CDS	3	119	+	HCP21_00235720	hypothetical protein	HCP21_2_87301-F1
HCP21_2_88801	img_mer_v340	CDS	5	136	+	HCP21_00235730	Lysyl-tRNA synthetase (class II)	HCP21_2_88801-F1
HCP21_2_92801	img_mer_v340	CDS	1	210	+	HCP21_00235740	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_2_92801-F1
HCP21_2_102473	img_mer_v340	CDS	85	159	+	HCP21_00235750	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain.	HCP21_2_102473-F1
HCP21_2_105473	img_mer_v340	CDS	3	188	-	HCP21_00235760	Endomembrane protein 70.	HCP21_2_105473-R1
HCP21_2_109072	img_mer_v340	CDS	2	112	+	HCP21_00235770	hypothetical protein	HCP21_2_109072-F1
HCP21_2_130820	img_mer_v340	CDS	2	178	+	HCP21_00235780	MORN repeat.	HCP21_2_130820-F1
HCP21_2_132820	img_mer_v340	CDS	2	232	+	HCP21_00235790	hypothetical protein	HCP21_2_132820-F1
HCP21_2_136999	img_mer_v340	CDS	2	115	+	HCP21_00235800	hypothetical protein	HCP21_2_136999-F1
HCP21_2_141999	img_mer_v340	CDS	3	142	-	HCP21_00235810	hypothetical protein	HCP21_2_141999-R1
HCP21_2_146499	img_mer_v340	CDS	3	187	-	HCP21_00235820	hypothetical protein	HCP21_2_146499-R1
HCP21_2_157352	img_mer_v340	CDS	41	130	-	HCP21_00235830	hypothetical protein	HCP21_2_157352-R1
HCP21_2394	img_mer_v340	CDS	45	2405	+	HCP21_00235840	hypothetical protein	HCP21_2394-F1
HCP21_6271	img_mer_v340	CDS	50	691	+	HCP21_00235850	AAA domain (dynein-related subfamily).	HCP21_6271-F1
HCP21_7089	img_mer_v340	CDS	2	91	+	HCP21_00235860	hypothetical protein	HCP21_7089-F1
HCP21_7089	img_mer_v340	CDS	82	534	+	HCP21_00235870	hypothetical protein	HCP21_7089-F1
HCP21_9788	img_mer_v340	CDS	95	523	-	HCP21_00235880	hypothetical protein	HCP21_9788-R1
HCP21_6451	img_mer_v340	CDS	1	396	-	HCP21_00235890	Ubiquitin family.	HCP21_6451-R1
HCP21_7374	img_mer_v340	CDS	1	423	-	HCP21_00235900	hypothetical protein	HCP21_7374-R1
HCP21_4750	img_mer_v340	CDS	3	605	+	HCP21_00235910	Superfamily I DNA and RNA helicases and helicase subunits	HCP21_4750-F1
HCP21_254_	img_mer_v340	CDS	1	324	-	HCP21_00235920	hypothetical protein	HCP21_254_-R1
HCP21_10010	img_mer_v340	CDS	51	362	-	HCP21_00235930	Plasmid stabilisation system protein.	HCP21_10010-R1
HCP21_10010	img_mer_v340	CDS	349	666	-	HCP21_00235940	addiction module antitoxin, RelB/DinJ family	HCP21_10010-R1
HCP21_5331	img_mer_v340	CDS	1	306	+	HCP21_00235950	hypothetical protein	HCP21_5331-F1
HCP21_72__	img_mer_v340	CDS	3	1874	-	HCP21_00235960	hypothetical protein	HCP21_72__-R1
HCP21_8735	img_mer_v340	CDS	82	255	-	HCP21_00235970	Ubiquitin family.	HCP21_8735-R1
HCP21_8735	img_mer_v340	CDS	319	585	-	HCP21_00235980	hypothetical protein	HCP21_8735-R1
HCP21_4791	img_mer_v340	CDS	133	372	-	HCP21_00235990	hypothetical protein	HCP21_4791-R1
HCP21_4075	img_mer_v340	CDS	9	455	-	HCP21_00236000	hypothetical protein	HCP21_4075-R1
HCP21_23__	img_mer_v340	CDS	3	77	+	HCP21_00236010	hypothetical protein	HCP21_23__-F1
HCP21_23__	img_mer_v340	CDS	351	1067	+	HCP21_00236020	Biopolymer transport proteins	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	1076	1489	+	HCP21_00236030	Biopolymer transport protein	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	1506	2288	+	HCP21_00236040	hypothetical protein	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	2317	3105	+	HCP21_00236050	hypothetical protein	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	3048	3836	+	HCP21_00236060	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	3836	4738	+	HCP21_00236070	GTP-binding protein Era	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	4775	7753	+	HCP21_00236080	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	7750	8274	+	HCP21_00236090	Shikimate kinase	HCP21_23__-F2
HCP21_23__	img_mer_v340	CDS	8260	10017	-	HCP21_00236100	Single-stranded DNA-specific exonuclease	HCP21_23__-R1
HCP21_321_	img_mer_v340	CDS	1	102	+	HCP21_00236110	hypothetical protein	HCP21_321_-F1
HCP21_7631	img_mer_v340	CDS	2	118	+	HCP21_00236120	hypothetical protein	HCP21_7631-F1
HCP21_7631	img_mer_v340	CDS	311	490	+	HCP21_00236130	hypothetical protein	HCP21_7631-F2
HCP21_2898	img_mer_v340	CDS	3	1229	+	HCP21_00236140	FOG: WD40 repeat	HCP21_2898-F1
HCP21_1114	img_mer_v340	CDS	2	313	+	HCP21_00236150	hypothetical protein	HCP21_1114-F1
HCP21_8795	img_mer_v340	CDS	1	120	+	HCP21_00236160	hypothetical protein	HCP21_8795-F1
HCP21_2_9959	img_mer_v340	CDS	2	163	+	HCP21_00236170	Dynein heavy chain.	HCP21_2_9959-F1
HCP21_2_15792	img_mer_v340	CDS	3	101	-	HCP21_00236180	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	HCP21_2_15792-R1
HCP21_2_18792	img_mer_v340	CDS	3	115	-	HCP21_00236190	hypothetical protein	HCP21_2_18792-R1
HCP21_2_19792	img_mer_v340	CDS	1	120	+	HCP21_00236200	hypothetical protein	HCP21_2_19792-F1
HCP21_2_25292	img_mer_v340	CDS	10	186	+	HCP21_00236210	hypothetical protein	HCP21_2_25292-F1
HCP21_2_25792	img_mer_v340	CDS	2	198	-	HCP21_00236220	hypothetical protein	HCP21_2_25792-R1
HCP21_2_31517	img_mer_v340	CDS	1	117	+	HCP21_00236230	hypothetical protein	HCP21_2_31517-F1
HCP21_2_38517	img_mer_v340	CDS	3	145	+	HCP21_00236240	DHHC zinc finger domain.	HCP21_2_38517-F1
HCP21_2_39017	img_mer_v340	rRNA	1	245	+	HCP21_00236250	23S	HCP21_2_39017-F1
HCP21_2_39619	img_mer_v340	CDS	2	100	+	HCP21_00236260	Methionyl-tRNA synthetase	HCP21_2_39619-F1
HCP21_2_44119	img_mer_v340	CDS	3	118	-	HCP21_00236270	Glycosyl hydrolases family 31.	HCP21_2_44119-R1
HCP21_2_49619	img_mer_v340	CDS	1	156	+	HCP21_00236280	Uncharacterized protein conserved in bacteria	HCP21_2_49619-F1
HCP21_2_53119	img_mer_v340	CDS	29	181	+	HCP21_00236290	hypothetical protein	HCP21_2_53119-F1
HCP21_2_60505	img_mer_v340	CDS	3	100	-	HCP21_00236300	hypothetical protein	HCP21_2_60505-R1
HCP21_2_67005	img_mer_v340	CDS	2	177	-	HCP21_00236310	Protein kinase domain.	HCP21_2_67005-R1
HCP21_2_70148	img_mer_v340	CDS	2	102	-	HCP21_00236320	hypothetical protein	HCP21_2_70148-R1
HCP21_2_75648	img_mer_v340	CDS	3	131	-	HCP21_00236330	Ion transport protein.	HCP21_2_75648-R1
HCP21_2_81648	img_mer_v340	CDS	2	241	+	HCP21_00236340	hypothetical protein	HCP21_2_81648-F1
HCP21_2_86302	img_mer_v340	CDS	14	112	-	HCP21_00236350	hypothetical protein	HCP21_2_86302-R1
HCP21_2_88802	img_mer_v340	CDS	2	135	-	HCP21_00236360	Nucleoside H+ symporter.	HCP21_2_88802-R1
HCP21_2_89802	img_mer_v340	CDS	3	148	-	HCP21_00236370	hypothetical protein	HCP21_2_89802-R1
HCP21_2_99474	img_mer_v340	CDS	1	117	+	HCP21_00236380	hypothetical protein	HCP21_2_99474-F1
HCP21_2_99974	img_mer_v340	CDS	1	129	+	HCP21_00236390	Uncharacterized conserved protein	HCP21_2_99974-F1
HCP21_2_132321	img_mer_v340	CDS	45	215	-	HCP21_00236400	hypothetical protein	HCP21_2_132321-R1
HCP21_2_157353	img_mer_v340	CDS	3	130	-	HCP21_00236410	hypothetical protein	HCP21_2_157353-R1
HCP21_2_159353	img_mer_v340	CDS	28	150	-	HCP21_00236420	NADH:flavin oxidoreductases, Old Yellow Enzyme family	HCP21_2_159353-R1
HCP21_2_160353	img_mer_v340	CDS	3	167	+	HCP21_00236430	hypothetical protein	HCP21_2_160353-F1
HCP21_4704	img_mer_v340	CDS	3	497	+	HCP21_00236440	hypothetical protein	HCP21_4704-F1
HCP21_2421	img_mer_v340	CDS	3	1409	+	HCP21_00236450	Mismatch repair ATPase (MutS family)	HCP21_2421-F1
HCP21_2421	img_mer_v340	CDS	1520	3001	+	HCP21_00236460	D-Lysine 5,6-aminomutase alpha subunit.	HCP21_2421-F2
HCP21_2421	img_mer_v340	CDS	3017	3811	+	HCP21_00236470	Predicted cobalamin binding protein	HCP21_2421-F2
HCP21_2421	img_mer_v340	CDS	3822	3998	+	HCP21_00236480	hypothetical protein	HCP21_2421-F2
HCP21_2421	img_mer_v340	CDS	4234	5220	+	HCP21_00236490	Short chain fatty acids transporter	HCP21_2421-F2
HCP21_131_	img_mer_v340	CDS	3	3317	-	HCP21_00236500	hypothetical protein	HCP21_131_-R1
HCP21_1825	img_mer_v340	CDS	49	276	+	HCP21_00236510	hypothetical protein	HCP21_1825-F1
HCP21_1825	img_mer_v340	CDS	332	397	+	HCP21_00236520	hypothetical protein	HCP21_1825-F2
HCP21_5990	img_mer_v340	CDS	5	223	+	HCP21_00236530	hypothetical protein	HCP21_5990-F1
HCP21_7703	img_mer_v340	CDS	3	803	-	HCP21_00236540	Serine/threonine protein kinase	HCP21_7703-R1
HCP21_809_	img_mer_v340	CDS	2	70	+	HCP21_00236550	hypothetical protein	HCP21_809_-F1
HCP21_809_	img_mer_v340	CDS	254	376	-	HCP21_00236560	hypothetical protein	HCP21_809_-R1
HCP21_1321	img_mer_v340	CDS	3	83	-	HCP21_00236570	hypothetical protein	HCP21_1321-R1
HCP21_1321	img_mer_v340	CDS	209	349	-	HCP21_00236580	hypothetical protein	HCP21_1321-R1
HCP21_7490	img_mer_v340	CDS	81	536	-	HCP21_00236590	hypothetical protein	HCP21_7490-R1
HCP21_240_	img_mer_v340	CDS	99	485	-	HCP21_00236600	Esterase/lipase	HCP21_240_-R1
HCP21_3371	img_mer_v340	CDS	103	486	+	HCP21_00236610	hypothetical protein	HCP21_3371-F1
